"RelativePath","Length","LastWriteTime","FullName"
"04_AGENTES\04_QUANT_RISK_OFFICER\EURU_AGENTS_QUANT_RISK_OFFICER_PROMPT_OFFICIAL_v1.0.md","1191","2026-04-12T20:22:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\04_QUANT_RISK_OFFICER\EURU_AGENTS_QUANT_RISK_OFFICER_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md","2090","2026-04-05T12:29:36.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\04_QUANT_RISK_OFFICER\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md","516","2026-04-05T12:11:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\04_QUANT_RISK_OFFICER\PROMPT_REVISADO.md"
"04_AGENTES\05_EXECUTION_ORCHESTRATOR\BRIEFING_FINAL.md","2280","2026-04-05T12:30:50.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_EXECUTION_ORCHESTRATOR\BRIEFING_FINAL.md"
"04_AGENTES\05_EXECUTION_ORCHESTRATOR\EURU_AGENTS_EXECUTION_ORCHESTRATOR_PROMPT_OFFICIAL_v1.0.md","1213","2026-04-12T20:22:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_EXECUTION_ORCHESTRATOR\EURU_AGENTS_EXECUTION_ORCHESTRATOR_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md","2561","2026-04-05T12:32:58.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_EXECUTION_ORCHESTRATOR\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md","526","2026-04-05T12:11:44.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_EXECUTION_ORCHESTRATOR\PROMPT_REVISADO.md"
"04_AGENTES\05_MARKET_REGIME\BRIEFING.md","4074","2026-04-15T06:22:59.0538076Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_MARKET_REGIME\BRIEFING.md"
"04_AGENTES\05_MARKET_REGIME\OUTPUT_FORMAT.md","5162","2026-04-15T06:23:22.2458353Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_MARKET_REGIME\OUTPUT_FORMAT.md"
"04_AGENTES\05_MARKET_REGIME\PROMPT.md","3828","2026-04-15T06:22:33.3695547Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\05_MARKET_REGIME\PROMPT.md"
"04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx","10824","2026-04-05T13:20:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_DEVOPS_GUARDIAO\06_DEVOPS_GUARDIAO_PROMPT_REVISADO.docx"
"04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md","2045","2026-04-05T12:34:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_DEVOPS_GUARDIAO\BRIEFING_FINAL.md"
"04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md","5518","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_DEVOPS_GUARDIAO\EURU_AGENTS_DEVOPS_GUARDIAO_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md","2052","2026-04-05T12:35:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_DEVOPS_GUARDIAO\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\06_TACTICAL_EXECUTION\BRIEFING.md","4132","2026-04-15T06:24:13.4123606Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_TACTICAL_EXECUTION\BRIEFING.md"
"04_AGENTES\06_TACTICAL_EXECUTION\OUTPUT_FORMAT.md","5470","2026-04-15T06:24:37.0892480Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_TACTICAL_EXECUTION\OUTPUT_FORMAT.md"
"04_AGENTES\06_TACTICAL_EXECUTION\PROMPT.md","4159","2026-04-15T06:23:46.5747257Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\06_TACTICAL_EXECUTION\PROMPT.md"
"04_AGENTES\07_COMPOUNDING_GOVERNOR\BRIEFING.md","4656","2026-04-15T06:25:27.6544168Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_COMPOUNDING_GOVERNOR\BRIEFING.md"
"04_AGENTES\07_COMPOUNDING_GOVERNOR\OUTPUT_FORMAT.md","5129","2026-04-15T06:25:48.9249525Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_COMPOUNDING_GOVERNOR\OUTPUT_FORMAT.md"
"04_AGENTES\07_COMPOUNDING_GOVERNOR\PROMPT.md","4063","2026-04-15T06:25:03.3518985Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_COMPOUNDING_GOVERNOR\PROMPT.md"
"04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx","10868","2026-04-05T13:22:06.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_JOURNAL_AUDITOR\07_JOURNAL_AUDITOR_PROMPT_REVISADO.docx"
"04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md","1973","2026-04-05T12:36:56.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_JOURNAL_AUDITOR\BRIEFING_FINAL.md"
"04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md","5491","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_JOURNAL_AUDITOR\EURU_AGENTS_JOURNAL_AUDITOR_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md","2117","2026-04-05T12:37:54.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\07_JOURNAL_AUDITOR\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\08_JOURNAL_LEARNING\BRIEFING.md","4333","2026-04-15T06:26:34.3399978Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_JOURNAL_LEARNING\BRIEFING.md"
"04_AGENTES\08_JOURNAL_LEARNING\OUTPUT_FORMAT.md","4248","2026-04-15T06:26:54.6825621Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_JOURNAL_LEARNING\OUTPUT_FORMAT.md"
"04_AGENTES\08_JOURNAL_LEARNING\PROMPT.md","3901","2026-04-15T06:26:10.9181241Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_JOURNAL_LEARNING\PROMPT.md"
"04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md","1650","2026-04-05T12:38:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_SCORE_ENGINE\BRIEFING_FINAL.md"
"04_AGENTES\08_SCORE_ENGINE\EURU_AGENTS_SCORE_ENGINE_PROMPT_OFFICIAL_v1.0.md","1991","2026-04-12T20:22:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_SCORE_ENGINE\EURU_AGENTS_SCORE_ENGINE_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md","2159","2026-04-05T12:39:44.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_SCORE_ENGINE\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md","1334","2026-04-05T12:12:24.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_SCORE_ENGINE\PROMPT_REVISADO.md"
"04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt","6920","2026-04-05T13:28:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_WATCHDOG\08_WATCHDOG_PROMPT_REVISADO.txt"
"04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md","1637","2026-04-05T12:43:20.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_WATCHDOG\BRIEFING_FINAL.md"
"04_AGENTES\08_WATCHDOG\EURU_AGENTS_WATCHDOG_PROMPT_OFFICIAL_v1.0.md","4200","2026-04-12T20:22:36.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_WATCHDOG\EURU_AGENTS_WATCHDOG_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md","2130","2026-04-05T12:44:34.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\08_WATCHDOG\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md","2087","2026-04-05T12:40:52.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\BRIEFING_FINAL.md"
"04_AGENTES\09_MAC_PLAYBOOK_ANALYST\EURU_AGENTS_MAC_PLAYBOOK_ANALYST_PROMPT_OFFICIAL_v1.0.md","2063","2026-04-12T20:22:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\EURU_AGENTS_MAC_PLAYBOOK_ANALYST_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md","3097","2026-04-05T12:42:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md","1382","2026-04-05T12:13:02.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_MAC_PLAYBOOK_ANALYST\PROMPT_REVISADO.md"
"04_AGENTES\09_PROMISE_AUDITOR\BRIEFING.md","4270","2026-04-15T06:27:41.9563583Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_PROMISE_AUDITOR\BRIEFING.md"
"04_AGENTES\09_PROMISE_AUDITOR\OUTPUT_FORMAT.md","7286","2026-04-15T06:28:13.4928781Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_PROMISE_AUDITOR\OUTPUT_FORMAT.md"
"04_AGENTES\09_PROMISE_AUDITOR\PROMPT.md","4311","2026-04-15T06:27:17.7454637Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\09_PROMISE_AUDITOR\PROMPT.md"
"04_AGENTES\11_QUALITY_CONTROL\BRIEFING_FINAL.md","2902","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\11_QUALITY_CONTROL\BRIEFING_FINAL.md"
"04_AGENTES\11_QUALITY_CONTROL\EURU_AGENTS_QUALITY_CONTROL_PROMPT_OFFICIAL_v1.0.md","2884","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\11_QUALITY_CONTROL\EURU_AGENTS_QUALITY_CONTROL_PROMPT_OFFICIAL_v1.0.md"
"04_AGENTES\11_QUALITY_CONTROL\OUTPUT_FORMAT_FINAL.md","2913","2026-04-11T10:09:14.0000000Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\11_QUALITY_CONTROL\OUTPUT_FORMAT_FINAL.md"
"04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\BRIEFING.md","3410","2026-04-15T06:39:37.2155788Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\OUTPUT_FORMAT.md","5341","2026-04-15T06:40:08.4088537Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\PROMPT.md","3708","2026-04-15T06:39:18.5807296Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\01_RISK_GUARDIAN\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\BRIEFING.md","3634","2026-04-15T06:40:52.1120375Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\OUTPUT_FORMAT.md","4770","2026-04-15T06:41:13.8396009Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\PROMPT.md","3609","2026-04-15T06:40:29.6477446Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\02_STRUCTURE_HUNTER\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\BRIEFING.md","3711","2026-04-15T06:41:59.9950136Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\OUTPUT_FORMAT.md","4292","2026-04-15T06:42:21.8183523Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\PROMPT.md","3806","2026-04-15T06:41:38.4479681Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\03_BREAKOUT_CONFIRMATION\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\BRIEFING.md","4032","2026-04-15T06:43:06.6671563Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\OUTPUT_FORMAT.md","5018","2026-04-15T06:43:26.6860200Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\PROMPT.md","3746","2026-04-15T06:42:44.6339410Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\04_ALERT_RADAR\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\BRIEFING.md","3909","2026-04-15T06:44:12.1819396Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\OUTPUT_FORMAT.md","5417","2026-04-15T06:44:36.4450057Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\PROMPT.md","3937","2026-04-15T06:43:51.5392629Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_MARKET_REGIME\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\05_SCORING\configs\breakout_weights_v1.yaml","11648","2026-04-15T07:02:46.6403515Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_SCORING\configs\breakout_weights_v1.yaml"
"04_AGENTES\BREAKOUT_LAYER\05_SCORING\docs\BREAKOUT_SCORING_OVERVIEW.md","7733","2026-04-15T07:03:30.9025414Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_SCORING\docs\BREAKOUT_SCORING_OVERVIEW.md"
"04_AGENTES\BREAKOUT_LAYER\05_SCORING\schemas\euru_breakout_feature_schema.yaml","17988","2026-04-15T07:01:52.7143228Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\05_SCORING\schemas\euru_breakout_feature_schema.yaml"
"04_AGENTES\BREAKOUT_LAYER\06_EXECUTION\BREAKOUT_EXECUTION_FLOW.md","13667","2026-04-15T07:05:16.8271097Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\06_EXECUTION\BREAKOUT_EXECUTION_FLOW.md"
"04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\BRIEFING.md","4042","2026-04-15T06:45:25.9734330Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\OUTPUT_FORMAT.md","5207","2026-04-15T06:45:59.5127068Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\PROMPT.md","4233","2026-04-15T06:45:02.8529793Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\06_TACTICAL_EXECUTION\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\BRIEFING.md","3938","2026-04-15T06:46:44.2421407Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\OUTPUT_FORMAT.md","4512","2026-04-15T06:47:04.7607688Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\PROMPT.md","4085","2026-04-15T06:46:22.8915426Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\07_COMPOUNDING_GOVERNOR\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\07_GOVERNANCE\BREAKOUT_AUDIT_RULES.md","8692","2026-04-15T07:06:49.3015204Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\07_GOVERNANCE\BREAKOUT_AUDIT_RULES.md"
"04_AGENTES\BREAKOUT_LAYER\07_GOVERNANCE\BREAKOUT_GOVERNANCE_RULES.md","7689","2026-04-15T07:06:00.2214731Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\07_GOVERNANCE\BREAKOUT_GOVERNANCE_RULES.md"
"04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\BRIEFING.md","4658","2026-04-15T06:47:55.8010242Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\OUTPUT_FORMAT.md","4731","2026-04-15T06:48:16.7829018Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\PROMPT.md","4154","2026-04-15T06:47:28.8699690Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\08_JOURNAL_LEARNING\PROMPT.md"
"04_AGENTES\BREAKOUT_LAYER\08_LEARNING\BREAKOUT_LEARNING_LOOP.md","11508","2026-04-15T07:07:56.2299822Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\08_LEARNING\BREAKOUT_LEARNING_LOOP.md"
"04_AGENTES\BREAKOUT_LAYER\09_HANDOFF\EURU_BREAKOUT_HANDOFF.md","13606","2026-04-15T07:09:01.2091341Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\09_HANDOFF\EURU_BREAKOUT_HANDOFF.md"
"04_AGENTES\BREAKOUT_LAYER\09_HANDOFF\EURU_BREAKOUT_IMPLEMENTATION_SUMMARY.md","14763","2026-04-15T07:33:53.6615706Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\09_HANDOFF\EURU_BREAKOUT_IMPLEMENTATION_SUMMARY.md"
"04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\BRIEFING.md","4150","2026-04-15T06:49:07.2223520Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\BRIEFING.md"
"04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\OUTPUT_FORMAT.md","8583","2026-04-15T06:49:44.9356104Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\OUTPUT_FORMAT.md"
"04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\PROMPT.md","4555","2026-04-15T06:48:41.1546105Z","C:\Users\andre\Desktop\EURO MAIN\04_AGENTES\BREAKOUT_LAYER\09_PROMISE_AUDITOR\PROMPT.md"
"05_PROMPTS\EURU_OPERATIONS_PROMPT_DailyOperation_OFFICIAL_v1.0.md","2579","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\EURU_OPERATIONS_PROMPT_DailyOperation_OFFICIAL_v1.0.md"
"05_PROMPTS\EURU_OPERATIONS_PROMPT_PostTrade_OFFICIAL_v1.0.md","2115","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\EURU_OPERATIONS_PROMPT_PostTrade_OFFICIAL_v1.0.md"
"05_PROMPTS\EURU_OPERATIONS_PROMPT_PreTrade_OFFICIAL_v1.0.md","2124","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\EURU_OPERATIONS_PROMPT_PreTrade_OFFICIAL_v1.0.md"
"05_PROMPTS\EURU_OPERATIONS_PROMPT_WeeklyReview_OFFICIAL_v1.0.md","3173","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\EURU_OPERATIONS_PROMPT_WeeklyReview_OFFICIAL_v1.0.md"
"05_PROMPTS\MASTER_PROMPT_EURU_REVISADO.docx","19017","2026-04-05T13:33:00.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\MASTER_PROMPT_EURU_REVISADO.docx"
"05_PROMPTS\PROMPT_DAILY_OPERATION.md","4736","2026-04-05T14:47:58.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\PROMPT_DAILY_OPERATION.md"
"05_PROMPTS\PROMPT_POST_TRADE.md","4907","2026-04-05T14:48:42.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\PROMPT_POST_TRADE.md"
"05_PROMPTS\PROMPT_PRE_TRADE.md","4690","2026-04-05T14:48:16.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\PROMPT_PRE_TRADE.md"
"05_PROMPTS\PROMPT_WEEKLY_REVIEW.md","6247","2026-04-05T14:50:00.0000000Z","C:\Users\andre\Desktop\EURO MAIN\05_PROMPTS\PROMPT_WEEKLY_REVIEW.md"
"06_RISCO_E_EXECUCAO\EURU_RISK_FRAMEWORK_RiskMatrix_OFFICIAL_v1.0.md","2654","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\06_RISCO_E_EXECUCAO\EURU_RISK_FRAMEWORK_RiskMatrix_OFFICIAL_v1.0.md"
"06_RISCO_E_EXECUCAO\EURU_RISK_POLICY_ExitPolicy_OFFICIAL_v1.0.md","3825","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\06_RISCO_E_EXECUCAO\EURU_RISK_POLICY_ExitPolicy_OFFICIAL_v1.0.md"
"06_RISCO_E_EXECUCAO\RISK_MATRIX.md","15508","2026-04-05T14:42:48.0000000Z","C:\Users\andre\Desktop\EURO MAIN\06_RISCO_E_EXECUCAO\RISK_MATRIX.md"
"07_OPERACAO\CHECKLIST_PRE_TRADE_v2.txt","7562","2026-04-05T13:46:08.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\CHECKLIST_PRE_TRADE_v2.txt"
"07_OPERACAO\EURU_OPERATIONS_POLICY_ReadOnlyMode_OFFICIAL_v1.0.md","3472","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\EURU_OPERATIONS_POLICY_ReadOnlyMode_OFFICIAL_v1.0.md"
"07_OPERACAO\EURU_OPERATIONS_RUNBOOK_DocumentalBacklog_OFFICIAL_v1.0.md","8102","2026-04-11T10:09:26.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\EURU_OPERATIONS_RUNBOOK_DocumentalBacklog_OFFICIAL_v1.0.md"
"07_OPERACAO\MODO_READ_ONLY.txt","8392","2026-04-05T14:02:18.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\MODO_READ_ONLY.txt"
"07_OPERACAO\Politica_Saida_Completa_Euru.txt","6124","2026-04-03T16:47:30.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\Politica_Saida_Completa_Euru.txt"
"07_OPERACAO\SIMULATE_SETUP.md","19191","2026-04-05T14:53:22.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\SIMULATE_SETUP.md"
"07_OPERACAO\SOP_DIARIO_v2.txt","9744","2026-04-05T13:45:32.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\SOP_DIARIO_v2.txt"
"07_OPERACAO\SOP_SEMANAL.txt","10130","2026-04-05T14:01:28.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\SOP_SEMANAL.txt"
"07_OPERACAO\Teste_Integrado_Pipeline.txt","7440","2026-04-05T14:02:40.0000000Z","C:\Users\andre\Desktop\EURO MAIN\07_OPERACAO\Teste_Integrado_Pipeline.txt"
"08_DADOS_E_JOURNAL\AUDIT_REPORTS\DAILY_AUDIT_REPORT_2026-04-21.md","978","2026-04-21T05:31:46.1547083Z","C:\Users\andre\Desktop\EURO MAIN\08_DADOS_E_JOURNAL\AUDIT_REPORTS\DAILY_AUDIT_REPORT_2026-04-21.md"
